Filename,Start,End,Type,Surface
train.txt,35114,35114,LOC,"إنجلترا"
train.txt,35120,35121,PER,"كارلوس مانويل"
train.txt,35130,35133,LOC,"مدينة ريال مدريد الرياضية"
train.txt,35143,35143,LOC,"مدريد"
train.txt,35147,35147,LOC,"فالديبابيس"
train.txt,35165,35165,ORG,"أبل"
train.txt,35167,35168,MIS,"أبل ليزا"
train.txt,35173,35174,MIS,"أبل ستار"
train.txt,35192,35192,PER,"المسلمين"
train.txt,35207,35207,LOC,"سمرقند"
train.txt,35224,35224,MIS,"جنو"
train.txt,35226,35226,MIS,"لينكس"
train.txt,35253,35253,LOC,"سوريا"
train.txt,35257,35257,LOC,"فرنسا"
train.txt,35277,35277,PER,"السوريين"
train.txt,35279,35279,LOC,"الجولان"
train.txt,35280,35280,PER,"والفلسطينيين"
train.txt,35282,35282,LOC,"فلسطين"
train.txt,35301,35302,PER,"لوشين لورين"
train.txt,35305,35305,MIS,"فالكربون"
train.txt,35307,35307,MIS,"C"
train.txt,35308,35308,MIS,"والأكسجين"
train.txt,35311,35311,MIS,"والكبريت"
train.txt,35313,35313,MIS,"والهيدروجين"
train.txt,35315,35315,MIS,"H"
train.txt,35316,35316,MIS,"والكربون"
train.txt,35395,35397,MIS,"Software standard organizations"
train.txt,35400,35400,MIS,"W3C"
train.txt,35403,35403,MIS,"IETF"
train.txt,35430,35430,MIS,"XML"
train.txt,35431,35431,MIS,"وHTML"
train.txt,35432,35432,MIS,"وHTTP"
train.txt,35433,35433,MIS,"وFTP"
train.txt,35439,35439,PER,"المأمون"
train.txt,35460,35460,PER,"المتوكل"
train.txt,35476,35476,PER,"الشيعة"
train.txt,35483,35483,PER,"الشيعة"
train.txt,35488,35488,PER,"الحسين"
train.txt,35511,35511,PER,"الحسين"
train.txt,35536,35536,MIS,"النيوترونات"
train.txt,35564,35564,MIS,"س"
train.txt,35574,35574,MIS,"س"
train.txt,35588,35589,MIS,"نظام التشغيل"
train.txt,35613,35613,LOC,"دمشق"
train.txt,35632,35632,PER,"العلويين"
train.txt,35642,35642,PER,"الرضا"
train.txt,35649,35649,PER,"العباسيين"
train.txt,35651,35651,PER,"العلويين"
train.txt,35658,35658,PER,"الحسين"
train.txt,35663,35663,PER,"للعلويين"
train.txt,35670,35670,PER,"الشيعة"
train.txt,35680,35682,MIS,"الحملة الصليبية السادسة"
train.txt,35685,35686,MIS,"حملة صليبيه"
train.txt,35699,35700,MIS,"حملة صليبيه"
train.txt,35712,35712,MIS,"س"
train.txt,35713,35713,MIS,"ويونكس"
train.txt,35717,35717,MIS,"س"
train.txt,35733,35734,MIS,"Ciudad Lineal"
train.txt,35757,35757,MIS,"بمينكس"
train.txt,35760,35760,MIS,"جنو"
train.txt,35762,35762,MIS,"لينكس"
train.txt,35769,35770,MIS,"لنظام تشغيل"
train.txt,35775,35775,MIS,"جنو"
train.txt,35777,35777,MIS,"لينكس"
train.txt,35836,35836,LOC,"نيومكسيكو"
train.txt,35859,35860,LOC,"لوس الاموس"
train.txt,35861,35862,MIS,"Los Alamos"
train.txt,35914,35914,MIS,"س"
train.txt,35924,35924,MIS,"لينكس"
train.txt,35977,35977,MIS,"فالهيليومHe"
train.txt,35990,35991,PER,"اونوريوس الثالث"
train.txt,35994,35994,PER,"بيلاجيوس"
train.txt,35998,35998,LOC,"المنصورة"
train.txt,36003,36003,PER,"المدريديون"
train.txt,36005,36006,MIS,"البطولة الأوروبية"
train.txt,36018,36018,PER,"الحسين"
train.txt,36064,36064,MIS,"س"
train.txt,36071,36071,MIS,"Gajewska"
train.txt,36073,36073,MIS,"Manasse"
train.txt,36075,36075,MIS,"McCormack"
train.txt,36079,36079,MIS,"البروتوكول"
train.txt,36100,36100,PER,"المسيحيين"
train.txt,36101,36101,PER,"والمسلمين"
train.txt,36121,36121,LOC,"روم"
train.txt,36123,36125,MIS,"الحملة الصليبية الخامسة"
train.txt,36130,36130,MIS,"اليورانيوم"
train.txt,36141,36141,MIS,"البلوتونيوم"
train.txt,36149,36149,PER,"شيفلر"
train.txt,36150,36150,MIS,"البروتوكول"
train.txt,36153,36153,MIS,"دبليو"
train.txt,36154,36154,MIS,"ببرتوكول"
train.txt,36166,36166,MIS,"إكس"
train.txt,36169,36171,MIS,"X version 1"
train.txt,36262,36262,MIS,"ويندوز"
train.txt,36264,36264,MIS,"ماكنتوش"
train.txt,36270,36270,MIS,"Kwin"
train.txt,36280,36280,MIS,"جنوم"
train.txt,36290,36292,MIS,"مديرو النوافذ المبلطة"
train.txt,36296,36298,PER,"ضياء الدين سارداري"
train.txt,36330,36331,MIS,"نظام التشغيل"
train.txt,36336,36342,MIS,"مايكروسوفت أوفيس " وكذلك برامج نظام التشغيل"
train.txt,36346,36347,MIS,"مايكروسوفت ويندوز"
train.txt,36351,36351,MIS,"لينوكس"
train.txt,36382,36382,MIS,"س"
train.txt,36387,36388,MIS,"لواجهة المستخدم"
train.txt,36398,36398,MIS,"الهيليوم"
train.txt,36401,36401,MIS,"بروتون"
train.txt,36404,36404,MIS,"2الكترون"
train.txt,36408,36410,ORG,"حفظ الآثار العربية"
train.txt,36420,36421,PER,"فؤاد الأول"
train.txt,36493,36493,MIS,"لجنو"
train.txt,36495,36495,MIS,"لينكس"
train.txt,36549,36549,PER,"لاجين"
train.txt,36551,36551,LOC,"مصر"
train.txt,36554,36554,PER,"بالمنصور"
train.txt,36599,36599,PER,"المنتصر"
train.txt,36653,36653,LOC,"دمشق"
train.txt,36696,36696,PER,"للآراميين"
train.txt,36707,36707,PER,"الآشوريون"
train.txt,36708,36708,PER,"والكلدانيون"
train.txt,36709,36709,PER,"والرومان"
train.txt,36710,36710,PER,"والفرس"
train.txt,36714,36715,PER,"الإسكندر الأكبر"
train.txt,36726,36726,MIS,"لينكس"
train.txt,36728,36729,MIS,"نظام التشغيل"
train.txt,36751,36751,MIS,"جنو"
train.txt,36754,36755,PER,"ريتشارد ستالمن"
train.txt,36758,36758,MIS,"جنو"
train.txt,36760,36760,MIS,"لينكس"
train.txt,36767,36767,MIS,"لينكس"
train.txt,36770,36772,MIS,"نواة نظام تشغيل"
train.txt,36776,36776,MIS,"جنو"
train.txt,36784,36784,MIS,"لينكس"
train.txt,36791,36791,MIS,"جنو"
train.txt,36800,36800,MIS,"جنو"
train.txt,36806,36806,LOC,"دمشق"
train.txt,36812,36813,LOC,"حي الميدان"
train.txt,36815,36815,LOC,"الشاغور"
train.txt,36817,36817,LOC,"القنوات"
train.txt,36819,36819,LOC,"الصالحية"
train.txt,36821,36821,LOC,"المزرعة"
train.txt,36823,36823,LOC,"المهاجرين"
train.txt,36825,36825,LOC,"المالكي"
train.txt,36827,36828,LOC,"ركن الدين"
train.txt,36830,36830,LOC,"المزة"
train.txt,36832,36833,LOC,"أبو رمانة"
train.txt,36835,36836,LOC,"كفر سوسة"
train.txt,36838,36838,LOC,"الشعلان"
train.txt,36840,36841,LOC,"باب توما"
train.txt,36843,36843,LOC,"البرامكة"
train.txt,36844,36845,LOC,"وشارع بغداد"
train.txt,36846,36846,LOC,"والقصاع"
train.txt,36862,36862,LOC,"تولوز"
train.txt,36864,36864,LOC,"بروفانس"
train.txt,36868,36869,LOC,"الكنيسة الألبيجانسية"
train.txt,36892,36893,MIS,"عصر ذهبي"
train.txt,36894,36895,MIS,"عصر ذهبي"
train.txt,36905,36905,MIS,"الكتلاونات"
train.txt,36949,36949,MIS,"OpenGL"
train.txt,36951,36951,MIS,"DRI"
train.txt,36958,36959,MIS,"نظام النوفذة"
train.txt,36960,36960,MIS,"س"
train.txt,36962,36962,MIS,"X"
train.txt,36965,36966,MIS,"بس 11"
train.txt,36968,36968,MIS,"X11"
train.txt,36970,36971,MIS,"واجهة رسومية"
train.txt,36981,36982,LOC,"مكتبة القاهرة"
train.txt,37008,37008,LOC,"الصين"
train.txt,37061,37062,MIS,"بيونكس س"
train.txt,37067,37067,LOC,"دمشق"
train.txt,37071,37071,LOC,"دمشق"
train.txt,37076,37077,LOC,"غوطة دمشق"
train.txt,37079,37079,LOC,"قاسيون"
train.txt,37080,37081,LOC,"وربوة دمشق"
train.txt,37090,37090,PER,"مندليف"
train.txt,37103,37103,MIS,"الكيمياء"
train.txt,37104,37106,MIS,"Principles of Chemistry"
train.txt,37110,37111,ORG,"ريال مدريد"
train.txt,37125,37126,ORG,"جامعة هارفارد"
train.txt,37138,37139,MIS,"Machine Language"
train.txt,37141,37142,MIS,"Object Code"
train.txt,37190,37191,PER,"بنو أبيه"
train.txt,37205,37205,MIS,"الروتونات"
train.txt,37210,37210,MIS,"isotopes"
train.txt,37227,37227,PER,"بلانك"
train.txt,37244,37244,MIS,"جنو"
train.txt,37246,37246,MIS,"لينكس"
train.txt,37261,37261,MIS,"ويندوز"
train.txt,37263,37263,MIS,"ماك"
train.txt,37265,37265,MIS,"إس"
train.txt,37274,37274,MIS,"جنو"
train.txt,37276,37276,MIS,"لينكس"
train.txt,37345,37345,LOC,"قاسيون"
train.txt,37350,37350,LOC,"دمشق"
train.txt,37355,37356,LOC,"دمشق القديمة"
train.txt,37363,37363,LOC,"بردى"
dev.txt,23,23,MIS,"أتوموس"
dev.txt,50,50,MIS,"الإلكترونات"
dev.txt,68,68,MIS,"بروتونات"
dev.txt,73,73,MIS,"نيوترونات"
dev.txt,114,114,MIS,"بروتون"
dev.txt,117,117,MIS,"حديد"
dev.txt,119,119,MIS,"بروتون"
dev.txt,123,123,MIS,"يورانيوم"
dev.txt,140,140,MIS,"بروتوناتها"
dev.txt,229,231,MIS,"بنظريات التوحيد الكبرى"
dev.txt,235,237,MIS,"بنظرية الأوتار الفائقة"
dev.txt,240,241,MIS,"النظرية الذرية"
dev.txt,258,259,MIS,"نظرية دالتون"
dev.txt,290,292,MIS,"النظرية الموجية للإلكترون"
dev.txt,309,310,MIS,"ميكانيكا الكم"
dev.txt,324,324,MIS,"للهيدروجين"
dev.txt,368,368,MIS,"الإلكترون"
dev.txt,372,372,PER,"تومسون"
dev.txt,436,436,MIS,"للإلكترون"
dev.txt,449,449,PER,"هيزنبرج"
dev.txt,452,452,PER,"شرودنجر"
dev.txt,466,466,MIS,"للإلكترون"
dev.txt,470,470,PER,"هيزنبرج"
dev.txt,476,476,PER,"شرودنجر"
dev.txt,486,487,MIS,"ميكانيكا الكم"
dev.txt,501,501,MIS,"إلكترون"
dev.txt,510,510,MIS,"إلكترونات"
dev.txt,519,519,MIS,"إلكترون"
dev.txt,559,559,MIS,"الإلكترونات"
dev.txt,582,582,MIS,"إلكترون"
dev.txt,596,596,MIS,"إلكترونات"
dev.txt,614,614,MIS,"إلكترونات"
dev.txt,632,632,MIS,"إلكترون"
dev.txt,641,641,MIS,"الإيدروجين"
dev.txt,644,644,MIS,"الإلكترونات"
dev.txt,650,650,MIS,"الهيليوم"
dev.txt,653,653,MIS,"الإلكترونات"
dev.txt,659,659,MIS,"الليثيوم"
dev.txt,662,662,MIS,"الإلكترونات"
dev.txt,669,669,MIS,"البريليوم"
dev.txt,672,672,MIS,"الإلكترونات"
dev.txt,679,679,MIS,"البورون"
dev.txt,682,682,MIS,"الإلكترونات"
dev.txt,691,691,MIS,"النيون"
dev.txt,694,694,MIS,"الإلكترونات"
dev.txt,709,709,MIS,"الهيليوم"
dev.txt,711,711,MIS,"النيون"
dev.txt,717,717,MIS,"الهيليوم"
dev.txt,724,724,MIS,"إلكترون"
dev.txt,725,725,MIS,"والنيون"
dev.txt,733,733,MIS,"إلكترون"
dev.txt,741,741,MIS,"إلكترونات"
dev.txt,750,750,MIS,"للنيون"
dev.txt,752,752,MIS,"الصوديوم"
dev.txt,755,755,MIS,"إلكترون"
dev.txt,759,759,MIS,"الإلكترونات"
dev.txt,765,765,MIS,"النيون"
dev.txt,768,768,MIS,"الإلكترون"
dev.txt,777,777,MIS,"الصوديوم"
dev.txt,783,783,MIS,"وإلكترونه"
dev.txt,787,787,MIS,"إلكترون"
dev.txt,842,843,MIS,"بتأثير زيمان"
dev.txt,848,848,PER,"زيمان"
dev.txt,866,866,PER,"شتارك"
dev.txt,869,870,MIS,"تأثير شتارك"
dev.txt,878,878,MIS,"إلكترون"
dev.txt,904,904,PER,"باولي"
dev.txt,909,910,PER,"ولفجانج باولي"
dev.txt,923,923,MIS,"الإلكترون"
dev.txt,939,939,MIS,"الإكترونان"
dev.txt,942,942,MIS,"الهيليوم"
dev.txt,954,954,MIS,"الإلكترونين"
dev.txt,964,964,MIS,"الإلكترون"
dev.txt,998,998,MIS,"فوتون"
dev.txt,1016,1016,MIS,"الإلكترون"
dev.txt,1048,1048,MIS,"الإلكترون"
dev.txt,1095,1095,MIS,"الهيدروجين"
dev.txt,1111,1111,MIS,"البروتون"
dev.txt,1118,1118,MIS,"الهيدروجين"
dev.txt,1134,1134,MIS,"الهيدروجين"
dev.txt,1162,1162,MIS,"إلكترونات"
dev.txt,1182,1182,MIS,"البروتونات"
dev.txt,1192,1192,MIS,"البروتونات"
dev.txt,1200,1200,MIS,"الصوديوم"
dev.txt,1205,1205,MIS,"بروتونا"
dev.txt,1216,1216,MIS,"بروتونا"
dev.txt,1223,1223,MIS,"الصوديوم"
dev.txt,1284,1284,MIS,"البروتونات"
dev.txt,1286,1286,MIS,"النيوترونات"
dev.txt,1289,1289,MIS,"الإلكترونات"
dev.txt,1294,1294,MIS,"الإلكترونات"
dev.txt,1304,1304,MIS,"البروتونات"
dev.txt,1306,1306,MIS,"النيوترونات"
dev.txt,1337,1337,MIS,"البروتون"
dev.txt,1351,1351,MIS,"النيوترون"
dev.txt,1367,1367,MIS,"البروتونات"
dev.txt,1373,1373,MIS,"النيوترونات"
dev.txt,1392,1392,MIS,"النيوكليونات"
dev.txt,1406,1406,MIS,"البروتونات"
dev.txt,1408,1408,MIS,"النيوترونات"
dev.txt,1417,1417,MIS,"البروتونات"
dev.txt,1419,1419,MIS,"النيوترونات"
dev.txt,1446,1446,MIS,"النيوترونات"
dev.txt,1483,1483,MIS,"النيوترونات"
dev.txt,1498,1498,MIS,"بروتون"
dev.txt,1503,1503,MIS,"الديتيريوم"
dev.txt,1524,1524,MIS,"بروتونات"
dev.txt,1535,1535,MIS,"إلكترونات"
dev.txt,1543,1543,MIS,"الإلكترونات"
dev.txt,1548,1548,MIS,"أيونات"
dev.txt,1554,1554,MIS,"الإلكترونات"
dev.txt,1565,1565,MIS,"أيون"
dev.txt,1569,1569,MIS,"الإلكترونات"
dev.txt,1575,1575,MIS,"البروتونات"
dev.txt,1579,1579,MIS,"الإلكترونات"
dev.txt,1584,1584,MIS,"أيون"
dev.txt,1588,1588,MIS,"البروتونات"
dev.txt,1594,1594,MIS,"الإلكترونات"
dev.txt,1634,1634,MIS,"الأكسجين"
dev.txt,1645,1645,MIS,"أكسجين"
dev.txt,1649,1649,MIS,"الأكسجين"
dev.txt,1660,1660,MIS,"الهيدروجين"
dev.txt,1678,1678,MIS,"الإلكترونات"
dev.txt,1681,1681,MIS,"والإلكترونات"
dev.txt,1694,1694,MIS,"الإلكترونات"
dev.txt,1716,1716,MIS,"الإلكترونات"
dev.txt,1721,1721,MIS,"إلكترونات"
dev.txt,1734,1734,MIS,"والإلكترونات"
dev.txt,1776,1776,MIS,"الإلكترونات"
dev.txt,1792,1792,MIS,"الإلكترونات"
dev.txt,1814,1814,MIS,"الإلكترونات"
dev.txt,1829,1829,MIS,"الإلكترونات"
dev.txt,1838,1838,MIS,"إلكترون"
dev.txt,1852,1852,MIS,"الإلكترونات"
dev.txt,1864,1864,MIS,"الإلكترونات"
dev.txt,1883,1883,MIS,"الإلكترون"
dev.txt,1904,1904,MIS,"الإلكترونات"
dev.txt,1927,1927,MIS,"الإلكترونات"
dev.txt,1933,1934,MIS,"إلكترونات التكافؤ"
dev.txt,1962,1962,MIS,"إلكترون"
dev.txt,1974,1974,MIS,"إلكترون"
dev.txt,1981,1981,MIS,"إلكترونات"
dev.txt,1992,1992,MIS,"الإلكترونات"
dev.txt,2013,2013,MIS,"سيزيوم"
dev.txt,2015,2015,MIS,"روبديوم"
dev.txt,2017,2017,MIS,"فرنسيوم"
dev.txt,2046,2046,MIS,"بالإلكترونات"
dev.txt,2061,2061,MIS,"الإلكترونات"
dev.txt,2073,2073,MIS,"الإلكترونات"
dev.txt,2105,2107,MIS,"نظرية التضخم الكوني"
dev.txt,2196,2197,MIS,"للنظرية الذرية"
dev.txt,2207,2208,MIS,"الفيزياء النووية"
dev.txt,2213,2213,MIS,"الكيمياء"
dev.txt,2224,2225,MIS,"ميكانيكا الكم"
dev.txt,2334,2334,PER,"ديموقراطس"
dev.txt,2336,2336,PER,"ليسيوبوس"
dev.txt,2376,2376,PER,"دالتون"
dev.txt,2399,2401,MIS,"لنظرية الانقسام اللانهائي"
dev.txt,2447,2447,MIS,"الإلكترون"
dev.txt,2451,2451,PER,"طومسونوكانت"
dev.txt,2474,2474,PER,"راذرفورد"
dev.txt,2503,2503,PER,"ديموقراطس"
dev.txt,2517,2518,MIS,"نظرية ديموقراطس"
dev.txt,2549,2549,MIS,"أتوموس"
dev.txt,2563,2564,MIS,"تصور بوهر"
dev.txt,2577,2578,MIS,"كرة القدم"
dev.txt,2584,2585,MIS,"كرة القدم"
dev.txt,2606,2607,MIS,"كرة القدم"
dev.txt,2619,2619,PER,"للصينيين"
dev.txt,2622,2622,MIS,"كوجو"
dev.txt,2624,2625,MIS,"كرة القدم"
dev.txt,2630,2630,LOC,"بريطانيا"
dev.txt,2636,2636,PER,"البريطانيين"
dev.txt,2639,2639,MIS,"الرجبي"
dev.txt,2654,2654,MIS,"الرجبي"
dev.txt,2713,2713,LOC,"إنكلترا"
dev.txt,2720,2721,LOC,"كلية ترينتي"
dev.txt,2723,2723,LOC,"كامبردج"
dev.txt,2728,2731,LOC,"مدارس إيتون وهاروو ورجبي"
dev.txt,2734,2734,LOC,"وينتشستر"
dev.txt,2735,2735,LOC,"وشروسباري"
dev.txt,2743,2743,LOC,"كامبردج"
dev.txt,2744,2745,MIS,"لكرة القدم"
dev.txt,2765,2766,MIS,"باللغة الإنكليزية"
dev.txt,2771,2772,MIS,"كرة القدم"
dev.txt,2793,2794,LOC,"نادي شيفيلد"
dev.txt,2800,2800,PER,"هاروو"
dev.txt,2811,2814,ORG,"اتحاد شيفيلد لكرة القدم"
dev.txt,2816,2817,MIS,"Sheffield FA"
dev.txt,2830,2831,MIS,"كرة القدم"
dev.txt,2833,2833,LOC,"إنجلترا"
dev.txt,2839,2841,PER,"جون تشالرز ثرينج"
dev.txt,2843,2844,LOC,"مدرسة أبينغهام"
dev.txt,2849,2850,MIS,"كرة القدم"
dev.txt,2865,2868,ORG,"الاتحاد الإنجليزي لكرة القدم"
dev.txt,2887,2887,LOC,"لندن"
dev.txt,2898,2899,LOC,"مدرسة كارترهاوس"
dev.txt,2924,2925,MIS,"كرة القدم"
dev.txt,2934,2937,ORG,"لاتحاد كرة القدم الإنجليزي"
dev.txt,2941,2943,ORG,"لنادي بلاكهيث للرجبي"
dev.txt,2949,2951,ORG,"اتحاد كرة القدم"
dev.txt,2978,2978,MIS,"الرجبي"
dev.txt,2983,2983,MIS,"الرجبي"
dev.txt,2987,2989,ORG,"اتحاد كرة القدم"
dev.txt,3004,3007,ORG,"اتحاد كرة القدم الرجبي"
dev.txt,3017,3019,PER,"إبنيزير كوب مورلي"
dev.txt,3029,3030,MIS,"كرة القدم"
dev.txt,3039,3040,ORG,"شيفيلد يونايتد"
dev.txt,3041,3042,MIS,"لكرة القدم"
dev.txt,3061,3061,MIS,"IFAB"
dev.txt,3064,3067,MIS,"لInternational Football Association Board"
dev.txt,3069,3073,ORG,"مجلس اتحاد كرة القدم الدولية"
dev.txt,3082,3084,ORG,"اتحاد كرة القدم"
dev.txt,3086,3086,LOC,"مانشستر"
dev.txt,3089,3091,ORG,"اتحاد كرة القدم"
dev.txt,3093,3093,LOC,"أسكتلندا"
dev.txt,3096,3098,ORG,"اتحاد كرة القدم"
dev.txt,3100,3100,LOC,"ويلز"
dev.txt,3103,3105,ORG,"اتحاد كرة القدم"
dev.txt,3107,3107,LOC,"إيرلندا"
dev.txt,3112,3115,ORG,"اتحاد كرة القدم الدولية"
dev.txt,3123,3123,LOC,"باريس"
dev.txt,3132,3132,MIS,"الIFAB"
dev.txt,3144,3144,MIS,"الFIFA"
dev.txt,3146,3146,MIS,"IFAB"
dev.txt,3162,3162,MIS,"الFIFA"
dev.txt,3174,3175,MIS,"كرة القدم"
dev.txt,3191,3192,MIS,"لكرة القدم"
dev.txt,3287,3288,MIS,"كرة القدم"
dev.txt,3341,3342,MIS,"لكرة القدم"
dev.txt,3368,3369,MIS,"كرة القدم"
dev.txt,3370,3373,ORG,"الاتحاد الدولي لكرة القدم"
dev.txt,3375,3375,ORG,"الفيفا"
dev.txt,3392,3392,ORG,"الفيفا"
dev.txt,3393,3393,MIS,"FIFA"
dev.txt,3406,3407,MIS,"كرة القدم"
dev.txt,3424,3425,MIS,"كرة القدم"
dev.txt,3430,3432,MIS,"بطولة كأس العالم"
dev.txt,3439,3441,MIS,"كأس الأمم الأوروبية"
dev.txt,3442,3444,MIS,"ودوري أبطال أوروبا"
dev.txt,3447,3449,MIS,"بطولة الأمم الأفريقية"
dev.txt,3450,3452,MIS,"وبطولة الأمم الأسيوية"
dev.txt,3453,3453,LOC,"وكوبا"
dev.txt,3454,3454,LOC,"أمريكا"
dev.txt,3455,3457,MIS,"وكأس العالم للشباب"
dev.txt,3749,3749,ORG,"للفيفا"
dev.txt,3927,3927,MIS,"الIFAB"
dev.txt,3997,3997,MIS,"IFAB"
dev.txt,4025,4026,MIS,"كرة القدم"
dev.txt,4172,4173,MIS,"كرة القدم"
dev.txt,5017,5017,MIS,"Rugby"
dev.txt,5043,5044,MIS,"كأس العالم"
dev.txt,5108,5108,ORG,"فيفا"
dev.txt,5126,5126,ORG,"الفيفا"
dev.txt,5144,5144,ORG,"الفيفا"
dev.txt,5151,5155,ORG,"مجلس إتحادات كرة القدم الدولية"
dev.txt,5165,5166,MIS,"كأس العالم"
dev.txt,5170,5170,ORG,"الفيفا"
dev.txt,5206,5206,ORG,"للفيفا"
dev.txt,5222,5222,LOC,"أفريقيا"
dev.txt,5233,5234,ORG,"الإتحاد الأفريقي"
dev.txt,5243,5243,LOC,"الكاميرون"
dev.txt,5245,5245,LOC,"المغرب"
dev.txt,5264,5265,ORG,"منتخب البرازيل"
dev.txt,5269,5270,ORG,"منتخب الأرجنتين"
dev.txt,5274,5275,ORG,"منتخب فرنسا"
dev.txt,5279,5280,ORG,"منتخب أستراليا"
dev.txt,5284,5285,ORG,"منتخب روسيا"
dev.txt,5305,5306,MIS,"كأس العالم"
dev.txt,5323,5324,MIS,"كأس العالم"
dev.txt,5328,5329,LOC,"جنوب أفريقيا"
dev.txt,5334,5335,PER,"راؤول غونزاليس"
dev.txt,5337,5337,PER,"راؤول"
dev.txt,5351,5351,LOC,"مدريد"
dev.txt,5353,5353,LOC,"إسبانيا"
dev.txt,5356,5359,ORG,"لنادي ريال مدريد الإسباني"
dev.txt,5363,5365,ORG,"نادي اتليتكو مدريد"
dev.txt,5382,5383,MIS,"بطولة الدوري"
dev.txt,5387,5389,MIS,"وكأس السوبر الإسباني"
dev.txt,5393,5394,MIS,"وكأس إنتركونتينتال"
dev.txt,5396,5399,MIS,"وبطولة دوري أبطال أوروبا"
dev.txt,5433,5433,PER,"راؤول"
dev.txt,5457,5459,MIS,"كجائزة الفرانس فوتبول"
dev.txt,5479,5479,PER,"لراؤول"
dev.txt,5491,5491,PER,"اوين"
dev.txt,5493,5493,LOC,"ليفربول"
dev.txt,5540,5541,PER,"راؤول غونزاليز"
dev.txt,5549,5549,ORG,"الريال"
dev.txt,5558,5558,PER,"راؤول"
dev.txt,5560,5560,LOC,"روماريدا"
dev.txt,5562,5562,ORG,"ريال"
dev.txt,5563,5563,LOC,"سرقسطه"
dev.txt,5573,5574,ORG,"أتلتكو مدريد"
dev.txt,5578,5578,PER,"لرأوول"
dev.txt,5596,5597,ORG,"للفريق الأسباني"
dev.txt,5600,5601,MIS,"بطولة الليغا"
dev.txt,5618,5620,MIS,"بدوري أبطال أوروبا"
dev.txt,5631,5633,MIS,"وبطولة الدوري الأسباني"
dev.txt,5646,5646,PER,"راؤول"
dev.txt,5648,5649,ORG,"المنتخب الإسباني"
dev.txt,5650,5651,ORG,"وريال مدريد"
dev.txt,5656,5657,PER,"فيرناندو هييرو"
dev.txt,5664,5665,ORG,"ريال مدريد"
dev.txt,5675,5676,ORG,"ريال مدريد"
dev.txt,5683,5684,ORG,"ريال مدريد"
dev.txt,5688,5688,PER,"راؤول"
dev.txt,5698,5700,PER,"راؤول غونزاليز بلانكو"
dev.txt,5703,5704,ORG,"ريال مدريد"
dev.txt,5757,5758,ORG,"ريال مدريد"
dev.txt,5766,5767,PER,"خورخي فالدانو"
dev.txt,5772,5773,ORG,"ريال سرقسطه"
dev.txt,5775,5775,LOC,"رومايدا"
dev.txt,5777,5777,PER,"راؤول"
dev.txt,5785,5785,PER,"راؤول"
dev.txt,5788,5788,ORG,"امافيسكا"
dev.txt,5795,5796,ORG,"ريال مدريد"
dev.txt,5807,5808,ORG,"ريال مدريد"
dev.txt,5811,5811,PER,"راؤول"
dev.txt,5813,5814,ORG,"أتلتكو مدريد"
dev.txt,5820,5820,PER,"راؤول"
dev.txt,5822,5822,MIS,"الليغا"
dev.txt,5826,5826,ORG,"أتلتي"
dev.txt,5832,5832,PER,"راؤول"
dev.txt,5839,5839,PER,"زامورنوا"
dev.txt,5848,5848,PER,"راؤول"
dev.txt,5855,5855,LOC,"برشلونة"
dev.txt,5867,5867,PER,"راؤول"
dev.txt,5871,5872,PER,"سلتا فيغو"
dev.txt,5889,5890,MIS,"الليغا الأسبانية"
dev.txt,5900,5902,MIS,"جائزة دون بول"
dev.txt,5913,5913,PER,"راؤول"
dev.txt,5927,5928,MIS,"كأس إسبانيا"
dev.txt,5936,5936,PER,"راؤول"
dev.txt,5944,5945,PER,"اميليو بوتراغوينيو"
dev.txt,5949,5950,PER,"ألفونسو بيريز"
dev.txt,5952,5953,ORG,"ريال بيتس"
dev.txt,5957,5957,PER,"راؤول"
dev.txt,5960,5960,LOC,"إسبانيا"
dev.txt,5969,5970,PER,"خورخي فالدنوا"
dev.txt,5979,5980,PER,"سوكر ومياتوفيتش"
dev.txt,5986,5986,MIS,"الليغا"
dev.txt,6001,6003,MIS,"بطولة كأس إسبانيا"
dev.txt,6012,6014,MIS,"دوري أبطال أوروبا"
dev.txt,6024,6024,ORG,"الريال"
dev.txt,6036,6036,PER,"فالدانو"
dev.txt,6038,6038,PER,"راؤول"
dev.txt,6046,6047,PER,"فابيو كابيلو"
dev.txt,6050,6051,MIS,"الليغا الأسبانية"
dev.txt,6068,6068,PER,"كابيلو"
dev.txt,6069,6069,PER,"راؤول"
dev.txt,6076,6076,PER,"راؤول"
dev.txt,6087,6088,MIS,"كأس إسبانيا"
dev.txt,6096,6097,ORG,"ريال مدريد"
dev.txt,6102,6103,MIS,"الدوري الأسباني"
dev.txt,6109,6109,PER,"كابيلو"
dev.txt,6111,6111,LOC,"إيطاليا"
dev.txt,6118,6119,ORG,"ريال مدريد"
dev.txt,6122,6124,MIS,"بطولة الدوري الأسباني"
dev.txt,6126,6126,LOC,"برشلونه"
dev.txt,6129,6130,MIS,"كأس إسبانيا"
dev.txt,6132,6134,MIS,"بطولة السوبر الأسباني"
dev.txt,6136,6136,PER,"راؤول"
dev.txt,6149,6149,ORG,"الريال"
dev.txt,6157,6157,LOC,"برشلونه"
dev.txt,6177,6178,PER,"بوب هاينكس"
dev.txt,6181,6181,PER,"راؤول"
dev.txt,6183,6184,MIS,"الدوري الأسباني"
dev.txt,6198,6200,MIS,"بطولة كأس إسبانيا"
